Flower class,219,268,Corvette,925 BRT ,205 feet (oa) ,85 men ,"1 4"" gun 1 2pdr AA 4 .303"" MG AA ",16 knots,"Reciprocating engine, 1 shaft ",2750 HP ,"Great Britain's shipbuilding program of 1939 and 1940 required a convoy escort vessel which was capable of being built quickly, of mounting the then available anti-submarine equipment, of surviving the heavy seas around the British Isles, and of matching U-boat speeds. The design adopted was based upon a whale-catcher built in Middlesbrough. 145 of these Flower-class corvettes were eventually built in the UK and they, led by a few non-fleet destroyers, formed the bulk of the escorting warships which fought the battle of the Atlantic. Their short length and shallow draught made them uncomfortable ships to live in; even when they were modified, after the fall of France, to enable them to counter the extended range of the German 'Wolf-packs'. A fortnight of constant rolling and pitching on transatlantic convoy duty tended to exhaust all who sailed in them. The ratings in the crews were mostly reservists with only a few key positions, such as Cox'n, Chief Bos'n's mate, Gunlayer, Chief Engineer etc., being filled by regular or recalled personnel; the officers were reservists, almost without exception, with the Captain usually ex-merchant navy. Service aboard was monotonous and debilitating for long periods, either because of the need for constant vigilance in the face of those twin dangers, the sea and the enemy, or because of, in the North Atlantic at least, the cold. When action came, it could be prolonged and brutal with the sight and aftermath of the sinking of freighters or of other warships. The torpedoing of a corvette itself would be especially dramatic: its few compartments below the water line would cause it to sink in seconds, with few survivors. Over 20 corvettes fell victim to torpedo or mine during the War. Normally sleeping conditions on board for officers and petty officers were relatively reasonable, but for the seamen in a crowded, stuffy and water laden forecastle they were a great hardship. The inability to store perishable food for more than 2 or 3 days led to a boring repetition of corned-beef and powdered potato for breakfast, lunch and dinner. Since most of the crewmen were young, persistent sea-sickness was the principal health-hazard. Home-leave was possible only when the ship was refitting or cleaning boilers, but local leave was liberally granted on both sides of the ocean at the end of convoy duties. After the Normandy landings in 1944, the Flower-class gave way in the Atlantic to the newer and faster frigates and Castle-class corvettes. German 'Flowers' France was building 6 flower class corvettes when Germany invaded in 1940. Four of these were completed to a modified design and served in the Kriegsmarine.  ",http://uboat.net/allies/warships/class/42.html
O class,9,9,Submarine,1475 / 2030 BRT ,283.5 feet ,6 officers + 47 men ,"1 4"" gun 2 MG AA 8 21"" torpedo tubes (6 bow, 2 stern) ",17.5 / 9 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",4400 / 1350 HP  (surfaced/submerged),"This class was diverted into three groups. Oberon was built as a prototype. Otway and Oxley were built for Australia but were returned to the R.N. some years after completion due to financial reasons, these ships were known as the Oxley group. The remaining six ships were the Odin group. Specifications as given above are for the Odin group. Oberon (prototype); Displacement: 1311 / 1831 BRT Lenght: 275 feet Speed: 15 / 9 knots Power: 2950 / 1350 HP Otherwise same as above. Oxley group; Displacement: 1350 / 1870 BRT Lenght: 278.5 feet Speed: 15.5 / 9 knots Power: 2950 / 1350 HP Otherwise same as above. Submarines of this class that have detailed patrol info added are shown in bold in the list below.  ",http://uboat.net/allies/warships/class/43.html
H class,9,9,Submarine,423/510 BRT , ,22 men ,"4 21"" torpedo tubes (bow) ",11.5/9 knots (surfaced/submerged),"Diesel / Electric, 2 shafts ",480 / 320 HP  (surfaced/submerged),Mainly used for training during the Second World War. ,http://uboat.net/allies/warships/class/45.html
P class,5,5,Submarine,1475 / 2040 BRT ,290 feet ,6 officers + 47 men ,"1 4"" gun 2 MG AA 8 21"" torpedo tubes (6 bow, 2 stern) ",17.5 / 9 knots (surfaced/submerged),"Diesel / Electric, 2 shafts ",4400 / 1320 HP  (surfaced/submerged),"This class was very similar to the earlier O class but were slightly longer. They had a raked stem (bows) and a shield was provided for the 4"" gun. A sixth ship, HMS Poseidon, was sunk in a collision with the Merchant Yuta , 20 miles north of Wei Hai Wei, China on 9 June 1931. Submarines of this class that have detailed patrol info added are shown in bold in the list below.  ",http://uboat.net/allies/warships/class/46.html
R class,4,4,Submarine,1475 / 2030 BRT ,292.5 feet ,6 officers + 47 men ,"1 4"" gun 2 MG AA 8 21"" torpedo tubes (6 bow, 2 stern) ",17.5 / 9 knots (surfaced/submerged),"Diesel / Electric, 2 shafts ",4400 / 1320 HP  (surfaced/submerged),"This class was, like the P class also similar to the earlier O class, again larger in length and with further improvements, the 4 inch gun was mounted lower and was, unlike the P class not fitted with a shield. Submarines of this class that have detailed patrol info added are shown in bold in the list below.  ",http://uboat.net/allies/warships/class/47.html
River class,3,3,Submarine,1850 / 2723 BRT ,345 feet ,6 officers + 55 men ,"1 4"" gun 2 MG AA 6 21"" torpedo tubes (6 bow) ",22.25 / 10 knots (surfaced/submerged),"Diesel / Electric, 2 shafts ",10000 / 2500 HP  (surfaced/submerged),"This class of submarines was sometimes known as the ""Thames"" class. They were designed to operate with the fleet. Thames had a slight different displacement 1805 / 2680 BRT. ",http://uboat.net/allies/warships/class/48.html
Porpoise class,6,9,Submarine,1520 / 2157 BRT ,289 feet ,6 officers + 53 men ,"1 4"" gun 2 MG AA 6 21"" torpedo tubes (6 bow) 50 mines ",15.75 / 8.75 knots (surfaced/submerged),"Diesel / Electric, 2 shafts ",3300 / 1630 HP  (surfaced/submerged),Large mine laying submarines. Beneath the casing ran two rails which stretched the entire length of the casing. The mines were stowed on the rails until the time of laying the minefield. The casing had large stern doors which were opened when laying the mines and the mines were strewn through these stern doors. HMS Porpoise (the first one of the class built) same specifications as above except; Displacement: 1500 / 2053 BRT Lenght: 288 feet. Submarines of this class that have detailed patrol info added are shown in bold in the list below.  ,http://uboat.net/allies/warships/class/49.html
U class,49,53,Submarine,540 / 730 BRT ,191.5 feet ,27 men ,"3 MG AA 6 21"" torpedo tubes (4 bow, 2 bow external) 10 torpedoes ",11.75 / 9 knots (surfaced/submerged),"Diesel / Electric, 2 shafts ",615 / 825 HP  (surfaced/submerged),"The U class were originally developed as unarmed training boats to replace the WWI H-class . They were fitted with torpedo tubes to allow them to be used operationally. Small and manoeuvrable (630 tons) they were well suited to the confined waters of the North Sea and Mediterranean. They were succeeded by the very similar but partially welded V-class . Cheap, reliable and quickly produced, these were the workhorses of the wartime submarine service. The specifications as given above are for the first group. Further specifications on the later groups; 2nd Group; Same as the first group except; Complement : 31 men Length : same as for the first group except: Umpire, Una, Unbeaten ,Undaunted, Union and Urchin 196.75 feet Armament : 1 3"" gun 3 MG AA 6 21"" torpedo tubes (4 bow, 2 bow external) except Umpire, Una, Unbeaten ,Undaunted, Union and Urchin 4 21"" torpedo tubes (4 bow) 10 torpedoes except Umpire, Una, Unbeaten ,Undaunted, Union and Urchin 8 torpedoes 3th group; Same as the first group except; Displacement : 545 / 740 BRT Complement : 31 men Length : 196.75 feet Armament : 1 3"" gun 3 MG AA 4 21"" torpedo tubes (4 bow) 8 torpedoes Speed :14.25 / 9 knots Undine, Unity and Ursula are often listed as a special Unity class of Small Patrol Submarines. When that is the case the Second group below becomes the first and the Third becomes Group II. Submarines of this class that have detailed patrol info added are shown in bold in the list below.  ",http://uboat.net/allies/warships/class/50.html
V class,22,34,Submarine,545 / 740 BRT ,206 feet ,37 men ,"1 3"" gun 3 .303"" machine guns AA 4 21"" torpedo tubes (bow) 8 torpedoes  ",13 / 9 knots (surfaced/submerged),"Diesels / electric, 2 shafts ",800 / 825 HP  (surfaced/submerged),"The V-class submarines were very similar to the preceding U-class , they were able to dive deeper by adopting a partly welded construction. They had more powerful diesel engines which improved the surface speed. They were also some ten feet longer. They had a more raking stern than the U-class and were easily distinguished by the direction finding loop which was positioned aft of the casing as opposed to on top of the casing as in the U-class. ",http://uboat.net/allies/warships/class/51.html
S class,61,75,Submarine,640 / 927 BRT ,202.5 feet ,4 officers + 29 men men ,"1 3"" gun 1 MG AA 6 21"" torpedo tubes 12 torpedoes ",13.75 / 10 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",1550 / 1300 HP  (surfaced/submerged),"The S class was a medium sized patrol submarine, designed with the proposed international restriction of 600 tons displacement in mind. Intended for use in north European or Mediterranean waters, they were highly manoeuvrable and fast diving with a heavy armament of torpedoes. This allowed large salvoes to be fired from long range in an effort to counter the improved A/S techniques. This proved to be a very successful design that was put back into production during the war, 62 boats of this class being built. Some boats were partially welded and the later ones fully welded construction, improving the strength of the pressure hull and consequently increasing their diving depth. The specifications as given above is for the first group. Further specifications on the later groups; 2nd Group; Same as the first group except; Displacement : 670 / 960 BRT Complement : 4 officers + 35 men. Length : 208.75 feet Sunfish had more powerful diesel engines 1900 HP instead of 1550 HP. Therefore her surface speed was 15 knots. 3th Group; Same as the first group except; Displacement : 715 / 990 BRT Complement : 6 officers + 42 men. Length : 217 feet Armament : 1 3"" gun 3 MG AA 7 21"" torpedo tubes (6 bow, 1 external stern) 13 torpedoes Speed : 14.75 / 9 knots Power : 1900 / 1300 HP 4th Group; Same as the first group except; Displacement : 715 / 990 BRT Complement : 6 officers + 42 men. Length : 217 feet Armament : 1 3"" gun 3 MG AA 6 21"" torpedo tubes (6 bow) 12 torpedoes Speed : 14.75 / 9 knots Power : 1900 / 1300 HP The fourth group was actually the same as the third group but without the external stern torpedo tube. Although some early units of this group were fitted with the external stern tube. Some ships in the third or fourth group carried a 4"" gun instead of a 3"" gun. Submarines of this class that have detailed patrol info added are shown in bold in the list below.  ",http://uboat.net/allies/warships/class/52.html
T class,55,64,Submarine,1090 / 1575 BRT ,275 feet ,59 men ,"1 4"" gun 3 MG AA 10 21"" torpedo tubes (6 bow, 2 bow external, 2 amidships external firing forward) 16 torpedoes ",15.25 / 9 knots (surfaced/submerged),"Diesel / Electric, 2 shafts ",2500 / 1450 HP  (surfaced/submerged),"The T class were the designed as replacements for the O, P and R class boats. Their size (1325 tons) was kept down to allow more hulls to be built within the tonnage restrictions of the London Treaty. In common with the S class boats they had a very powerful torpedo armament, carried all their fuel internally and were constantly being improved throughout the war. Boats specifically intended for the far east had extra fuel tanks fitted to increase the range. The specifications as given above is for the first group. The first T class submarine to be completed, HMS Triton had a slightly different displacement; 1095 / 1579 BRT. At least two boats from the first group, HMS Tigris and HMS Torbay , had an external stern torpedo tube fitted giving them 11 torpedo tubes. They also carried an extra torpedo. Further specifications for the later groups; 2nd Group; Same as the first group except; Complement : 61 men Armament 1 4"" gun 3 MG AA 11 21"" torpedo tubes (6 bow, 2 bow external, 2 amidships external firing aft, 1 stern external) 17 torpedoes 3th Group; Same as the first group except; Complement : 61 men Armament : 1 4"" gun 1 20mm AA 3 MG AA 11 21"" torpedo tubes (6 bow, 2 bow external, 2 amidships external firing aft), 1 stern external 17 torpedoes Unidentified T-class submarine in the Irish Sea. Photograph taken by Charles James Sadler, RCNVR. First Class Stoker, Official number V-4963. T-class submarines that have detailed patrol info added are shown in bold in the list below.  ",http://uboat.net/allies/warships/class/53.html
Queen Elizabeth class,5,5,Battleship, ,600 feet ,1124 men ,"All ships armament as reconstructed between the wars; Barham; 8 15"" guns (4x2). 12 6"" guns (12x1). 8 4"" AA guns (4x2). 16 2pdr AA (2x8). 2 21"" Torpedo tubes (2x1 fixed). 1 aircraft. 1 catapult. Malaya; 8 15"" guns (4x2). 12 6"" guns (12x1). 8 4"" AA guns (4x2). 16 2pdr AA (2x8). 4 aircraft. 1 catapult. Warspite; 8 15"" guns (4x2). 8 6"" guns (8x1). 8 4"" AA guns (4x2). 32 2pdr AA (4x8). 16 .5"" AA (4x4). 4 aircraft. 1 catapult. Queen Elizabeth, Valiant; 8 15"" guns (4x2). 20 4.5"" DP guns (10x2). 32 2pdr AA (4x8). 16 .5"" AA (4x4). 4 aircraft. 1 catapult. ",24 knots,"Geared turbines, 4 shafts ","Barham 75000 SHP, others 80000 SHP ","Displacement: Barham, Malaya 31.100 tons. Warspite 30.600 tons. Queen Elizabeth, Valiant 32.700 tons. ",http://uboat.net/allies/warships/class/54.html
